BoardNumber	Depth	VDP	Board	Shift
8  0.502  47.76  B8  B
9  0.502  46.9  B9  B
10  0.502  45.59  B10  B
11  0.502  46.36  B11  B
1  0.504  45.21  B1  B
2  0.504  48.01  B2  B
3  0.504  47.06  B3  B
4  0.504  48.03  B4  B
5  0.504  44.43  B5  B
6  0.504  46.23  B6  B
7  0.504  46.4  B7  B
8  0.504  47.76  B8  B
9  0.504  46.9  B9  B
10  0.504  45.46  B10  B
11  0.504  46.23  B11  B
1  0.506  45.21  B1  B
2  0.506  47.8  B2  B
3  0.506  47.26  B3  B
4  0.506  48.17  B4  B
5  0.506  44.69  B5  B
6  0.506  45.84  B6  B
7  0.506  46.61  B7  B
8  0.506  47.48  B8  B
9  0.506  47.04  B9  B
10  0.506  45.33  B10  B
11  0.506  46.16  B11  B
1  0.508  44.96  B1  B
2  0.508  47.87  B2  B
3  0.508  47.33  B3  B
4  0.508  47.96  B4  B
5  0.508  44.69  B5  B
6  0.508  46.1  B6  B
7  0.508  46.54  B7  B
8  0.508  47.76  B8  B
9  0.508  47.24  B9  B
10  0.508  45.39  B10  B
11  0.508  46.23  B11  B
1  0.51  45.21  B1  B
2  0.51  47.73  B2  B
3  0.51  47.74  B3  B
4  0.51  48.1  B4  B
5  0.51  44.69  B5  B
6  0.51  46.1  B6  B
7  0.51  46.88  B7  B
8  0.51  47.48  B8  B
9  0.51  46.97  B9  B
10  0.51  45.26  B10  B
11  0.51  46.36  B11  B
1  0.512  45.47  B1  B
2  0.512  47.8  B2  B
3  0.512  47.53  B3  B
4  0.512  48.1  B4  B
5  0.512  44.62  B5  B
6  0.512  46.3  B6  B
7  0.512  46.47  B7  B
8  0.512  47.76  B8  B
9  0.512  47.24  B9  B
10  0.512  45.33  B10  B
11  0.512  46.7  B11  B
1  0.514  45.67  B1  B
2  0.514  47.94  B2  B
3  0.514  48.08  B3  B
4  0.514  48.24  B4  B
5  0.514  44.62  B5  B
6  0.514  46.57  B6  B
7  0.514  46.27  B7  B
8  0.514  47.69  B8  B
9  0.514  47.24  B9  B
10  0.514  45.39  B10  B
11  0.514  46.83  B11  B
1  0.516  45.54  B1  B
2  0.516  48.14  B2  B
3  0.516  47.74  B3  B
4  0.516  48.31  B4  B
5  0.516  44.36  B5  B
6  0.516  46.64  B6  B
7  0.516  46.27  B7  B
8  0.516  47.55  B8  B
9  0.516  47.24  B9  B
10  0.516  45.46  B10  B
11  0.516  46.63  B11  B
1  0.518  45.67  B1  B
2  0.518  48.07  B2  B
3  0.518  48.01  B3  B
4  0.518  48.37  B4  B
5  0.518  44.49  B5  B
6  0.518  47.11  B6  B
7  0.518  46.2  B7  B
8  0.518  48.1  B8  B
9  0.518  47.51  B9  B
10  0.518  45.59  B10  B
11  0.518  46.97  B11  B
1  0.52  46.26  B1  B
2  0.52  48.07  B2  B
3  0.52  48.08  B3  B
4  0.52  48.44  B4  B
5  0.52  44.49  B5  B
6  0.52  47.31  B6  B
7  0.52  45.94  B7  B
8  0.52  47.96  B8  B
9  0.52  47.93  B9  B
10  0.52  45.72  B10  B
11  0.52  46.7  B11  B
1  0.522  46.13  B1  B
2  0.522  48.14  B2  B
3  0.522  47.95  B3  B
4  0.522  48.37  B4  B
5  0.522  44.69  B5  B
6  0.522  47.66  B6  B
7  0.522  46  B7  B
8  0.522  48.31  B8  B
9  0.522  48  B9  B
10  0.522  45.99  B10  B
11  0.522  47.11  B11  B
1  0.524  46.13  B1  B
2  0.524  48.21  B2  B
3  0.524  48.22  B3  B
4  0.524  48.87  B4  B
5  0.524  44.43  B5  B
6  0.524  48  B6  B
7  0.524  46.34  B7  B
8  0.524  48.31  B8  B
9  0.524  47.93  B9  B
10  0.524  46.25  B10  B
11  0.524  47.45  B11  B
1  0.526  46.33  B1  B
2  0.526  48.35  B2  B
3  0.526  48.5  B3  B
4  0.526  49.22  B4  B
5  0.526  44.62  B5  B
6  0.526  47.73  B6  B
7  0.526  46.07  B7  B
8  0.526  48.52  B8  B
9  0.526  47.93  B9  B
10  0.526  46.46  B10  B
11  0.526  47.52  B11  B
1  0.528  46.13  B1  B
2  0.528  48.77  B2  B
3  0.528  48.43  B3  B
4  0.528  49.22  B4  B
5  0.528  44.49  B5  B
6  0.528  47.38  B6  B
7  0.528  46.27  B7  B
8  0.528  48.59  B8  B
9  0.528  48.21  B9  B
10  0.528  46.66  B10  B
11  0.528  47.38  B11  B
1  0.53  46.26  B1  B
2  0.53  49.41  B2  B
3  0.53  48.71  B3  B
4  0.53  49.22  B4  B
5  0.53  44.76  B5  B
6  0.53  47.11  B6  B
7  0.53  46.54  B7  B
8  0.53  48.66  B8  B
9  0.53  48.21  B9  B
10  0.53  46.52  B10  B
11  0.53  47.59  B11  B
1  0.532  46.66  B1  B
2  0.532  49.41  B2  B
3  0.532  48.78  B3  B
4  0.532  49.58  B4  B
5  0.532  44.95  B5  B
6  0.532  46.84  B6  B
7  0.532  46.47  B7  B
8  0.532  49.02  B8  B
9  0.532  48  B9  B
10  0.532  46.59  B10  B
11  0.532  47.04  B11  B
1  0.534  46.46  B1  B
2  0.534  49.63  B2  B
3  0.534  49.06  B3  B
4  0.534  49.65  B4  B
5  0.534  44.95  B5  B
6  0.534  46.84  B6  B
7  0.534  46.67  B7  B
8  0.534  48.59  B8  B
9  0.534  48.07  B9  B
10  0.534  46.52  B10  B
11  0.534  47.17  B11  B
1  0.536  47  B1  B
2  0.536  50.28  B2  B
3  0.536  49.49  B3  B
4  0.536  49.5  B4  B
5  0.536  44.82  B5  B
6  0.536  46.64  B6  B
7  0.536  47.01  B7  B
8  0.536  48.95  B8  B
9  0.536  48.21  B9  B
10  0.536  46.46  B10  B
11  0.536  47.73  B11  B
1  0.538  47  B1  B
2  0.538  49.84  B2  B
3  0.538  49.06  B3  B
4  0.538  49.94  B4  B
5  0.538  45.08  B5  B
6  0.538  46.7  B6  B
7  0.538  46.74  B7  B
8  0.538  48.95  B8  B
9  0.538  48  B9  B
10  0.538  47.13  B10  B
11  0.538  47.11  B11  B
1  0.54  47  B1  B
2  0.54  49.41  B2  B
3  0.54  49.7  B3  B
4  0.54  49.79  B4  B
5  0.54  44.95  B5  B
6  0.54  46.84  B6  B
7  0.54  46.67  B7  B
8  0.54  48.81  B8  B
9  0.54  48.42  B9  B
10  0.54  47.13  B10  B
11  0.54  47.31  B11  B
1  0.542  47.34  B1  B
2  0.542  49.2  B2  B
3  0.542  49.63  B3  B
4  0.542  49.79  B4  B
5  0.542  45.22  B5  B
6  0.542  46.7  B6  B
7  0.542  46.54  B7  B
8  0.542  49.38  B8  B
9  0.542  48.7  B9  B
10  0.542  46.93  B10  B
11  0.542  47.17  B11  B
1  0.544  47.13  B1  B
2  0.544  49.2  B2  B
3  0.544  49.2  B3  B
4  0.544  50.01  B4  B
5  0.544  45.55  B5  B
6  0.544  46.77  B6  B
7  0.544  46.61  B7  B
8  0.544  49.38  B8  B
9  0.544  48.56  B9  B
10  0.544  47.41  B10  B
11  0.544  47.52  B11  B
1  0.546  47.41  B1  B
2  0.546  49.48  B2  B
3  0.546  50.06  B3  B
4  0.546  50.59  B4  B
5  0.546  46.02  B5  B
6  0.546  46.91  B6  B
7  0.546  47.01  B7  B
8  0.546  49.45  B8  B
9  0.546  48.21  B9  B
10  0.546  47.47  B10  B
11  0.546  48.21  B11  B
1  0.548  47.54  B1  B
2  0.548  49.34  B2  B
3  0.548  50.5  B3  B
4  0.548  50.74  B4  B
5  0.548  45.82  B5  B
6  0.548  47.04  B6  B
7  0.548  47.01  B7  B
8  0.548  49.3  B8  B
9  0.548  48.77  B9  B
10  0.548  47.27  B10  B
11  0.548  48.35  B11  B
1  0.55  47.61  B1  B
2  0.55  49.2  B2  B
3  0.55  50.65  B3  B
4  0.55  50.59  B4  B
5  0.55  45.95  B5  B
6  0.55  46.97  B6  B
7  0.55  47.42  B7  B
8  0.55  49.59  B8  B
9  0.55  48.49  B9  B
10  0.55  47.54  B10  B
11  0.55  48.21  B11  B
1  0.552  47.82  B1  B
2  0.552  49.48  B2  B
3  0.552  50.57  B3  B
4  0.552  50.44  B4  B
5  0.552  46.29  B5  B
6  0.552  47.31  B6  B
7  0.552  47.35  B7  B
8  0.552  49.81  B8  B
9  0.552  48.77  B9  B
10  0.552  47.75  B10  B
11  0.552  48.42  B11  B
1  0.554  48.23  B1  B
2  0.554  49.41  B2  B
3  0.554  51.01  B3  B
4  0.554  50.96  B4  B
5  0.554  46.36  B5  B
6  0.554  46.77  B6  B
7  0.554  47.42  B7  B
8  0.554  50.24  B8  B
9  0.554  48.91  B9  B
10  0.554  47.47  B10  B
11  0.554  48.21  B11  B
1  0.556  48.3  B1  B
2  0.556  49.48  B2  B
3  0.556  50.94  B3  B
4  0.556  51.18  B4  B
5  0.556  46.43  B5  B
6  0.556  47.31  B6  B
7  0.556  47.63  B7  B
8  0.556  50.17  B8  B
9  0.556  49.05  B9  B
10  0.556  47.61  B10  B
11  0.556  48.78  B11  B
1  0.558  48.65  B1  B
2  0.558  49.48  B2  B
3  0.558  50.94  B3  B
4  0.558  51.11  B4  B
5  0.558  46.49  B5  B
6  0.558  47.59  B6  B
7  0.558  47.97  B7  B
8  0.558  50.61  B8  B
9  0.558  49.05  B9  B
10  0.558  47.27  B10  B
11  0.558  48.92  B11  B
1  0.56  48.79  B1  B
2  0.56  49.55  B2  B
3  0.56  51.01  B3  B
4  0.56  51.55  B4  B
5  0.56  46.7  B5  B
6  0.56  47.66  B6  B
7  0.56  47.97  B7  B
8  0.56  50.17  B8  B
9  0.56  49.56  B9  B
10  0.56  47.41  B10  B
11  0.56  48.64  B11  B
1  0.562  49.21  B1  B
2  0.562  49.13  B2  B
3  0.562  51.53  B3  B
4  0.562  51.48  B4  B
5  0.562  46.7  B5  B
6  0.562  47.86  B6  B
7  0.562  48.04  B7  B
8  0.562  50.54  B8  B
9  0.562  49.34  B9  B
10  0.562  48.1  B10  B
11  0.562  49.06  B11  B
1  0.564  49.5  B1  B
2  0.564  49.91  B2  B
3  0.564  51.76  B3  B
4  0.564  51.7  B4  B
5  0.564  46.77  B5  B
6  0.564  47.79  B6  B
7  0.564  47.97  B7  B
8  0.564  50.98  B8  B
9  0.564  49.41  B9  B
10  0.564  47.82  B10  B
11  0.564  48.85  B11  B
1  0.566  49.57  B1  B
2  0.566  49.63  B2  B
3  0.566  51.83  B3  B
4  0.566  52.16  B4  B
5  0.566  46.63  B5  B
6  0.566  47.66  B6  B
7  0.566  47.91  B7  B
8  0.566  51.06  B8  B
9  0.566  49.48  B9  B
10  0.566  48.24  B10  B
11  0.566  48.92  B11  B
1  0.568  49.86  B1  B
2  0.568  49.84  B2  B
3  0.568  51.98  B3  B
4  0.568  52.23  B4  B
5  0.568  46.7  B5  B
6  0.568  48.07  B6  B
7  0.568  48.46  B7  B
8  0.568  51.35  B8  B
9  0.568  49.48  B9  B
10  0.568  48.24  B10  B
11  0.568  48.99  B11  B
1  0.57  50.51  B1  B
2  0.57  50.06  B2  B
3  0.57  51.91  B3  B
4  0.57  52.16  B4  B
5  0.57  46.7  B5  B
6  0.57  48.21  B6  B
7  0.57  48.61  B7  B
8  0.57  50.69  B8  B
9  0.57  49.41  B9  B
10  0.57  48.31  B10  B
11  0.57  48.71  B11  B
1  0.572  50.88  B1  B
2  0.572  50.2  B2  B
3  0.572  52.59  B3  B
4  0.572  52.23  B4  B
5  0.572  46.77  B5  B
6  0.572  48.28  B6  B
7  0.572  48.53  B7  B
8  0.572  51.28  B8  B
9  0.572  49.63  B9  B
10  0.572  48.45  B10  B
11  0.572  49.2  B11  B
1  0.574  51.25  B1  B
2  0.574  50.35  B2  B
3  0.574  52.52  B3  B
4  0.574  52.61  B4  B
5  0.574  47.04  B5  B
6  0.574  48.49  B6  B
7  0.574  48.75  B7  B
8  0.574  51.35  B8  B
9  0.574  49.63  B9  B
10  0.574  48.45  B10  B
11  0.574  48.99  B11  B
1  0.576  51.4  B1  B
2  0.576  50.72  B2  B
3  0.576  52.67  B3  B
4  0.576  52.85  B4  B
5  0.576  47.04  B5  B
6  0.576  48.63  B6  B
7  0.576  48.82  B7  B
8  0.576  51.51  B8  B
9  0.576  49.7  B9  B
10  0.576  48.73  B10  B
11  0.576  49.28  B11  B
1  0.578  51.55  B1  B
2  0.578  50.79  B2  B
3  0.578  52.9  B3  B
4  0.578  52.77  B4  B
5  0.578  47.32  B5  B
6  0.578  48.99  B6  B
7  0.578  48.96  B7  B
8  0.578  51.66  B8  B
9  0.578  49.7  B9  B
10  0.578  48.66  B10  B
11  0.578  49.85  B11  B
1  0.58  52.07  B1  B
2  0.58  51.31  B2  B
3  0.58  53.29  B3  B
4  0.58  53.15  B4  B
5  0.58  47.6  B5  B
6  0.58  49.7  B6  B
7  0.58  49.32  B7  B
8  0.58  51.66  B8  B
9  0.58  50.28  B9  B
10  0.58  48.8  B10  B
11  0.58  49.93  B11  B
1  0.582  52.45  B1  B
2  0.582  51.23  B2  B
3  0.582  53.29  B3  B
4  0.582  53.47  B4  B
5  0.582  46.9  B5  B
6  0.582  49.13  B6  B
7  0.582  49.17  B7  B
8  0.582  52.26  B8  B
9  0.582  50.36  B9  B
10  0.582  48.52  B10  B
11  0.582  50.29  B11  B
1  0.584  52.45  B1  B
2  0.584  51.68  B2  B
3  0.584  53.83  B3  B
4  0.584  53.23  B4  B
5  0.584  47.46  B5  B
6  0.584  49.49  B6  B
7  0.584  49.89  B7  B
8  0.584  52.57  B8  B
9  0.584  50.43  B9  B
10  0.584  49.01  B10  B
11  0.584  50.22  B11  B
1  0.586  52.84  B1  B
2  0.586  51.91  B2  B
3  0.586  53.83  B3  B
4  0.586  53.7  B4  B
5  0.586  47.6  B5  B
6  0.586  50.14  B6  B
7  0.586  49.75  B7  B
8  0.586  52.8  B8  B
9  0.586  50.72  B9  B
10  0.586  49.01  B10  B
11  0.586  50.81  B11  B
1  0.588  52.68  B1  B
2  0.588  51.53  B2  B
3  0.588  54.47  B3  B
4  0.588  54.18  B4  B
5  0.588  48.02  B5  B
6  0.588  50.14  B6  B
7  0.588  50.26  B7  B
8  0.588  53.19  B8  B
9  0.588  51.1  B9  B
10  0.588  49.52  B10  B
11  0.588  50.96  B11  B
1  0.59  54.09  B1  B
2  0.59  51.83  B2  B
3  0.59  54.71  B3  B
4  0.59  54.42  B4  B
5  0.59  47.95  B5  B
6  0.59  50.06  B6  B
7  0.59  50.11  B7  B
8  0.59  53.19  B8  B
9  0.59  51.62  B9  B
10  0.59  49.8  B10  B
11  0.59  51.18  B11  B
1  0.592  54.01  B1  B
2  0.592  52.36  B2  B
3  0.592  54.79  B3  B
4  0.592  54.58  B4  B
5  0.592  48.23  B5  B
6  0.592  50.72  B6  B
7  0.592  50.77  B7  B
8  0.592  53.35  B8  B
9  0.592  51.92  B9  B
10  0.592  49.44  B10  B
11  0.592  51.78  B11  B
1  0.594  54.09  B1  B
2  0.594  52.67  B2  B
3  0.594  55.19  B3  B
4  0.594  54.74  B4  B
5  0.594  48.3  B5  B
6  0.594  50.95  B6  B
7  0.594  51.22  B7  B
8  0.594  53.82  B8  B
9  0.594  51.77  B9  B
10  0.594  49.95  B10  B
11  0.594  52.09  B11  B
1  0.596  54.49  B1  B
2  0.596  52.52  B2  B
3  0.596  55.52  B3  B
4  0.596  55.14  B4  B
5  0.596  48.73  B5  B
6  0.596  51.54  B6  B
7  0.596  51.67  B7  B
8  0.596  54.22  B8  B
9  0.596  52.46  B9  B
10  0.596  50.31  B10  B
11  0.596  52.55  B11  B
1  0.598  54.89  B1  B
2  0.598  52.98  B2  B
3  0.598  55.93  B3  B
4  0.598  55.63  B4  B
5  0.598  48.8  B5  B
6  0.598  51.7  B6  B
7  0.598  51.9  B7  B
8  0.598  54.38  B8  B
9  0.598  52.77  B9  B
10  0.598  50.17  B10  B
11  0.598  53.09  B11  B
1  0.6  55.29  B1  B
2  0.6  53.14  B2  B
3  0.6  56.18  B3  B
4  0.6  56.05  B4  B
5  0.6  49.38  B5  B
6  0.6  52.38  B6  B
7  0.6  52.43  B7  B
8  0.6  55.03  B8  B
9  0.6  53.47  B9  B
10  0.6  50.61  B10  B
11  0.6  53.49  B11  B
1  0.602  55.79  B1  B
2  0.602  53.84  B2  B
3  0.602  56.43  B3  B
4  0.602  55.96  B4  B
5  0.602  49.53  B5  B
6  0.602  52.46  B6  B
7  0.602  53.13  B7  B
8  0.602  55.27  B8  B
9  0.602  53.63  B9  B
10  0.602  50.76  B10  B
11  0.602  53.65  B11  B
1  0.604  56.03  B1  B
2  0.604  54.08  B2  B
3  0.604  56.51  B3  B
4  0.604  56.55  B4  B
5  0.604  49.75  B5  B
6  0.604  52.3  B6  B
7  0.604  53.29  B7  B
8  0.604  55.44  B8  B
9  0.604  53.87  B9  B
10  0.604  50.91  B10  B
11  0.604  53.88  B11  B
1  0.606  56.53  B1  B
2  0.606  54.56  B2  B
3  0.606  57.19  B3  B
4  0.606  56.71  B4  B
5  0.606  50.34  B5  B
6  0.606  52.61  B6  B
7  0.606  54  B7  B
8  0.606  55.93  B8  B
9  0.606  54.43  B9  B
10  0.606  51.5  B10  B
11  0.606  54.61  B11  B
1  0.608  56.62  B1  B
2  0.608  55.13  B2  B
3  0.608  57.36  B3  B
4  0.608  57.48  B4  B
5  0.608  50.49  B5  B
6  0.608  53.39  B6  B
7  0.608  54.4  B7  B
8  0.608  56.35  B8  B
9  0.608  54.51  B9  B
10  0.608  51.5  B10  B
11  0.608  54.93  B11  B
1  0.61  57.12  B1  B
2  0.61  55.78  B2  B
3  0.61  57.53  B3  B
4  0.61  58.08  B4  B
5  0.61  51.01  B5  B
6  0.61  53.39  B6  B
7  0.61  54.72  B7  B
8  0.61  56.43  B8  B
9  0.61  54.91  B9  B
10  0.61  52.19  B10  B
11  0.61  55.09  B11  B
1  0.612  57.72  B1  B
2  0.612  56.03  B2  B
3  0.612  58.13  B3  B
4  0.612  58.08  B4  B
5  0.612  51.24  B5  B
6  0.612  54.18  B6  B
7  0.612  55.05  B7  B
8  0.612  57.03  B8  B
9  0.612  55.32  B9  B
10  0.612  52.65  B10  B
11  0.612  55.42  B11  B
1  0.614  58.07  B1  B
2  0.614  56.45  B2  B
3  0.614  58.83  B3  B
4  0.614  58.52  B4  B
5  0.614  51.47  B5  B
6  0.614  54.67  B6  B
7  0.614  55.62  B7  B
8  0.614  58.15  B8  B
9  0.614  55.98  B9  B
10  0.614  52.88  B10  B
11  0.614  56.09  B11  B
1  0.616  58.86  B1  B
2  0.616  56.96  B2  B
3  0.616  58.92  B3  B
4  0.616  58.52  B4  B
5  0.616  51.7  B5  B
6  0.616  54.75  B6  B
7  0.616  55.79  B7  B
8  0.616  58.32  B8  B
9  0.616  56.57  B9  B
10  0.616  53.51  B10  B
11  0.616  56.42  B11  B
1  0.618  59.12  B1  B
2  0.618  57.64  B2  B
3  0.618  59.45  B3  B
4  0.618  59.05  B4  B
5  0.618  52.24  B5  B
6  0.618  55.32  B6  B
7  0.618  56.54  B7  B
8  0.618  59.21  B8  B
9  0.618  57  B9  B
10  0.618  53.67  B10  B
11  0.618  56.68  B11  B
1  0.62  59.48  B1  B
2  0.62  57.81  B2  B
3  0.62  59.9  B3  B
4  0.62  59.86  B4  B
5  0.62  52.55  B5  B
6  0.62  56.15  B6  B
7  0.62  57.23  B7  B
8  0.62  60.21  B8  B
9  0.62  57.6  B9  B
10  0.62  53.83  B10  B
11  0.62  57.45  B11  B
1  0.622  60.39  B1  B
2  0.622  58.25  B2  B
3  0.622  60.26  B3  B
4  0.622  59.59  B4  B
5  0.622  52.86  B5  B
6  0.622  56.74  B6  B
7  0.622  57.74  B7  B
8  0.622  60.11  B8  B
9  0.622  58.03  B9  B
10  0.622  54.07  B10  B
11  0.622  57.27  B11  B
1  0.624  60.39  B1  B
2  0.624  58.16  B2  B
3  0.624  60.63  B3  B
4  0.624  60.4  B4  B
5  0.624  53.34  B5  B
6  0.624  57.08  B6  B
7  0.624  58.18  B7  B
8  0.624  60.39  B8  B
9  0.624  58.12  B9  B
10  0.624  54.71  B10  B
11  0.624  58.05  B11  B
1  0.626  60.66  B1  B
2  0.626  58.87  B2  B
3  0.626  61.18  B3  B
4  0.626  60.13  B4  B
5  0.626  53.42  B5  B
6  0.626  57.77  B6  B
7  0.626  59.42  B7  B
8  0.626  60.95  B8  B
9  0.626  58.56  B9  B
10  0.626  55.28  B10  B
11  0.626  57.79  B11  B
1  0  61.08  C1  C
2  0  60.03  C2  C
3  0  59.64  C3  C
4  0  56.5  C4  C
1  0.002  60.53  C1  C
2  0.002  59.29  C2  C
3  0.002  59.55  C3  C
4  0.002  55.83  C4  C
1  0.004  59.98  C1  C
2  0.004  58.75  C2  C
3  0.004  58.57  C3  C
4  0.004  55.58  C4  C
1  0.006  59.35  C1  C
2  0.006  58.12  C2  C
3  0.006  57.79  C3  C
4  0.006  55.08  C4  C
1  0.008  59.26  C1  C
2  0.008  58.03  C2  C
3  0.008  57.53  C3  C
4  0.008  54.84  C4  C
1  0.01  58.81  C1  C
2  0.01  57.59  C2  C
3  0.01  56.76  C3  C
4  0.01  54.43  C4  C
1  0.012  58.2  C1  C
2  0.012  57.24  C2  C
3  0.012  56.51  C3  C
4  0.012  53.79  C4  C
1  0.014  57.59  C1  C
2  0.014  56.29  C2  C
3  0.014  56.01  C3  C
4  0.014  53.16  C4  C
1  0.016  57.25  C1  C
2  0.016  55.78  C2  C
3  0.016  55.59  C3  C
4  0.016  52.77  C4  C
1  0.018  56.83  C1  C
2  0.018  55.53  C2  C
3  0.018  55.51  C3  C
4  0.018  52.54  C4  C
1  0.02  56.24  C1  C
2  0.02  55.11  C2  C
3  0.02  55.27  C3  C
4  0.02  52.16  C4  C
1  0.022  56.24  C1  C
2  0.022  54.45  C2  C
3  0.022  55.02  C3  C
4  0.022  51.78  C4  C
1  0.024  55.25  C1  C
2  0.024  53.97  C2  C
3  0.024  54.7  C3  C
4  0.024  51.32  C4  C
1  0.026  54.85  C1  C
2  0.026  53.64  C2  C
3  0.026  54.22  C3  C
4  0.026  50.58  C4  C
1  0.028  54.85  C1  C
2  0.028  53.01  C2  C
3  0.028  53.58  C3  C
4  0.028  50.58  C4  C
1  0.03  54.6  C1  C
2  0.03  52.77  C2  C
3  0.03  53.35  C3  C
4  0.03  50.58  C4  C
1  0.032  54.28  C1  C
2  0.032  52.93  C2  C
3  0.032  52.88  C3  C
4  0.032  50.28  C4  C
1  0.034  54.05  C1  C
2  0.034  52.22  C2  C
3  0.034  52.73  C3  C
4  0.034  50.14  C4  C
1  0.036  53.57  C1  C
2  0.036  52.38  C2  C
3  0.036  52.65  C3  C
4  0.036  49.41  C4  C
1  0.038  53.34  C1  C
2  0.038  52.07  C2  C
3  0.038  52.42  C3  C
4  0.038  49.49  C4  C
1  0.04  52.8  C1  C
2  0.04  51.76  C2  C
3  0.04  52.27  C3  C
4  0.04  49.2  C4  C
1  0.042  52.87  C1  C
2  0.042  51.99  C2  C
3  0.042  52.04  C3  C
4  0.042  48.84  C4  C
1  0.044  52.95  C1  C
2  0.044  51.45  C2  C
3  0.044  52.11  C3  C
4  0.044  48.63  C4  C
1  0.046  52.49  C1  C
2  0.046  51.22  C2  C
3  0.046  51.73  C3  C
4  0.046  48.42  C4  C
1  0.048  52.26  C1  C
2  0.048  50.99  C2  C
3  0.048  51.43  C3  C
4  0.048  48  C4  C
1  0.05  51.88  C1  C
2  0.05  51.3  C2  C
3  0.05  51.43  C3  C
4  0.05  48.07  C4  C
1  0.052  51.66  C1  C
2  0.052  50.99  C2  C
3  0.052  51.06  C3  C
4  0.052  47.93  C4  C
1  0.054  50.99  C1  C
2  0.054  50.54  C2  C
3  0.054  50.91  C3  C
4  0.054  47.66  C4  C
1  0.056  51.21  C1  C
2  0.056  50.62  C2  C
3  0.056  50.91  C3  C
4  0.056  47.59  C4  C
1  0.058  51.13  C1  C
2  0.058  50.39  C2  C
3  0.058  51.21  C3  C
4  0.058  47.72  C4  C
1  0.06  50.99  C1  C
2  0.06  50.32  C2  C
3  0.06  50.91  C3  C
4  0.06  47.11  C4  C
1  0.062  50.84  C1  C
2  0.062  50.62  C2  C
3  0.062  50.91  C3  C
4  0.062  46.97  C4  C
1  0.064  50.76  C1  C
2  0.064  49.88  C2  C
3  0.064  50.54  C3  C
4  0.064  46.9  C4  C
1  0.066  50.47  C1  C
2  0.066  50.17  C2  C
3  0.066  50.54  C3  C
4  0.066  46.9  C4  C
1  0.068  50.11  C1  C
2  0.068  49.95  C2  C
3  0.068  50.18  C3  C
4  0.068  46.57  C4  C
1  0.07  50.32  C1  C
2  0.07  49.65  C2  C
3  0.07  50.25  C3  C
4  0.07  46.7  C4  C
1  0.072  50.11  C1  C
2  0.072  50.02  C2  C
3  0.072  50.32  C3  C
4  0.072  46.36  C4  C
1  0.074  49.89  C1  C
2  0.074  49.65  C2  C
3  0.074  49.74  C3  C
4  0.074  46.1  C4  C
1  0.076  50.4  C1  C
2  0.076  49.07  C2  C
3  0.076  49.74  C3  C
4  0.076  46.36  C4  C
1  0.078  50.25  C1  C
2  0.078  49.51  C2  C
3  0.078  50.03  C3  C
4  0.078  46.16  C4  C
1  0.08  50.11  C1  C
2  0.08  49.07  C2  C
3  0.08  49.74  C3  C
4  0.08  45.7  C4  C
1  0.082  49.89  C1  C
2  0.082  48.93  C2  C
3  0.082  49.31  C3  C
4  0.082  46.03  C4  C
1  0.084  49.75  C1  C
2  0.084  48.78  C2  C
3  0.084  49.46  C3  C
4  0.084  45.96  C4  C
1  0.086  49.39  C1  C
2  0.086  49.07  C2  C
3  0.086  49.31  C3  C
4  0.086  45.9  C4  C
1  0.088  49.53  C1  C
2  0.088  48.86  C2  C
3  0.088  49.31  C3  C
4  0.088  45.9  C4  C
1  0.09  49.32  C1  C
2  0.09  48.64  C2  C
3  0.09  49.38  C3  C
4  0.09  45.5  C4  C
1  0.092  49.03  C1  C
2  0.092  48.64  C2  C
3  0.092  48.96  C3  C
4  0.092  45.83  C4  C
1  0.094  48.61  C1  C
2  0.094  48.57  C2  C
3  0.094  48.89  C3  C
4  0.094  45.77  C4  C
1  0.096  48.89  C1  C
2  0.096  48.78  C2  C
3  0.096  49.31  C3  C
4  0.096  45.7  C4  C
1  0.098  48.4  C1  C
2  0.098  48.43  C2  C
3  0.098  48.74  C3  C
4  0.098  45.31  C4  C
1  0.1  48.61  C1  C
2  0.1  48.86  C2  C
3  0.1  48.89  C3  C
4  0.1  45.63  C4  C
1  0.102  48.47  C1  C
2  0.102  48.64  C2  C
3  0.102  49.03  C3  C
4  0.102  45.37  C4  C
1  0.104  48.54  C1  C
2  0.104  48.43  C2  C
3  0.104  49.31  C3  C
4  0.104  45.5  C4  C
1  0.106  48.54  C1  C
2  0.106  48.21  C2  C
3  0.106  49.17  C3  C
4  0.106  45.24  C4  C
1  0.108  48.68  C1  C
2  0.108  48.5  C2  C
3  0.108  49.38  C3  C
4  0.108  45.37  C4  C
1  0.11  48.4  C1  C
2  0.11  47.79  C2  C
3  0.11  49.1  C3  C
4  0.11  45.37  C4  C
1  0.112  48.12  C1  C
2  0.112  48.35  C2  C
3  0.112  48.67  C3  C
4  0.112  45.31  C4  C
1  0.114  48.12  C1  C
2  0.114  48.07  C2  C
3  0.114  48.18  C3  C
4  0.114  45.37  C4  C
1  0.116  47.85  C1  C
2  0.116  48.14  C2  C
3  0.116  47.98  C3  C
4  0.116  45.44  C4  C
1  0.118  47.78  C1  C
2  0.118  48.14  C2  C
3  0.118  47.98  C3  C
4  0.118  45.57  C4  C
1  0.12  47.57  C1  C
2  0.12  47.79  C2  C
3  0.12  47.56  C3  C
4  0.12  45.9  C4  C
1  0.122  47.57  C1  C
2  0.122  47.72  C2  C
3  0.122  47.42  C3  C
